case_id,econ_conditions_country,employment_status,household_income,age_category,education,gender,region,housing_status
202204488,Good,Working part-time,"$150,000 or more",45-54,No high school diploma or GED,Female,Northeast,Own your home with a mortgage or loan
202400016,Only fair,Working full-time,"$100,000 to $149,999",55-64,High school graduate (high school diploma or the equivalent GED),Male,Northeast,Own your home with a mortgage or loan
202300603,Poor,Not working,"$25,000 to $49,999",55-64,No high school diploma or GED,Female,South,Own your home free and clear (without a mortgage or loan)
202402170,Only fair,Not working,"$100,000 to $149,999",75+,High school graduate (high school diploma or the equivalent GED),Female,Northeast,Own your home with a mortgage or loan
202304873,Only fair,Working part-time,"$25,000 to $49,999",45-54,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home with a mortgage or loan
202204036,Poor,Working full-time,"$10,000 to $24,999",55-64,No high school diploma or GED,Male,West,Own your home free and clear (without a mortgage or loan)
202505420,Only fair,Working full-time,"$25,000 to $49,999",25-34,High school graduate (high school diploma or the equivalent GED),Female,Midwest,Own your home with a mortgage or loan
202504026,Only fair,Working part-time,"$100,000 to $149,999",55-64,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202301758,Only fair,Working full-time,"$100,000 to $149,999",55-64,Some college or Associate's degree,Female,South,Own your home free and clear (without a mortgage or loan)
202402515,Poor,Working part-time,"$100,000 to $149,999",18-24,Some college or Associate's degree,Female,South,Neither own nor pay rent
202301248,Only fair,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202303651,Only fair,Not working,"$25,000 to $49,999",55-64,High school graduate (high school diploma or the equivalent GED),Female,Midwest,Pay rent
202501147,Only fair,Working full-time,"$25,000 to $49,999",55-64,Some college or Associate's degree,Male,West,Own your home with a mortgage or loan
202402442,Only fair,Working part-time,"$100,000 to $149,999",25-34,High school graduate (high school diploma or the equivalent GED),Male,South,Neither own nor pay rent
202503372,Only fair,Working part-time,"$75,000 to $99,999",25-34,Bachelor's degree or higher,Female,Northeast,Own your home with a mortgage or loan
202201227,Poor,Working full-time,"$150,000 or more",25-34,Some college or Associate's degree,Male,Midwest,Own your home with a mortgage or loan
202202092,Poor,Working full-time,"$75,000 to $99,999",25-34,Bachelor's degree or higher,Female,Northeast,Own your home with a mortgage or loan
202301859,Good,Working full-time,"$10,000 to $24,999",25-34,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home free and clear (without a mortgage or loan)
202402589,Poor,Working full-time,"$25,000 to $49,999",18-24,No high school diploma or GED,Male,West,Pay rent
202503480,Only fair,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Male,South,Own your home free and clear (without a mortgage or loan)
202303848,Only fair,Working full-time,"$100,000 to $149,999",35-44,High school graduate (high school diploma or the equivalent GED),Female,South,Neither own nor pay rent
202203148,Poor,Working part-time,"$150,000 or more",18-24,Some college or Associate's degree,Female,Northeast,Pay rent
202202951,Only fair,Working part-time,"$50,000 to $74,999",25-34,Some college or Associate's degree,Female,Northeast,Neither own nor pay rent
202500869,Only fair,Working full-time,"$100,000 to $149,999",55-64,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
202204515,Only fair,Not working,"$10,000 to $24,999",65-74,High school graduate (high school diploma or the equivalent GED),Female,Midwest,Pay rent
202304402,Poor,Working full-time,"$25,000 to $49,999",25-34,High school graduate (high school diploma or the equivalent GED),Male,West,Pay rent
202504018,Good,Working full-time,"$150,000 or more",25-34,Bachelor's degree or higher,Male,Midwest,Own your home with a mortgage or loan
202502672,Only fair,Not working,"$100,000 to $149,999",65-74,Some college or Associate's degree,Male,South,Own your home free and clear (without a mortgage or loan)
202203721,Only fair,Working full-time,"$150,000 or more",35-44,Bachelor's degree or higher,Male,West,Own your home with a mortgage or loan
202504688,Only fair,Not working,"$25,000 to $49,999",65-74,Bachelor's degree or higher,Female,West,Own your home free and clear (without a mortgage or loan)
202302518,Poor,Not working,"$10,000 to $24,999",18-24,High school graduate (high school diploma or the equivalent GED),Female,South,Neither own nor pay rent
202502054,Only fair,Working part-time,"$10,000 to $24,999",55-64,High school graduate (high school diploma or the equivalent GED),Female,Northeast,Own your home with a mortgage or loan
202500828,Only fair,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
202302435,Poor,Not working,"$10,000 to $24,999",35-44,No high school diploma or GED,Male,South,Pay rent
202501159,Only fair,Working full-time,"$100,000 to $149,999",45-54,Bachelor's degree or higher,Female,South,Own your home free and clear (without a mortgage or loan)
202501653,Poor,Working full-time,"$75,000 to $99,999",25-34,Bachelor's degree or higher,Male,Midwest,Pay rent
202200595,Only fair,Working full-time,"$50,000 to $74,999",18-24,Some college or Associate's degree,Female,South,Pay rent
202205259,Good,Working full-time,"$50,000 to $74,999",35-44,High school graduate (high school diploma or the equivalent GED),Male,West,Pay rent
202500226,Good,Working full-time,"$100,000 to $149,999",55-64,Bachelor's degree or higher,Male,Midwest,Own your home with a mortgage or loan
202205233,Poor,Working full-time,"$75,000 to $99,999",35-44,Bachelor's degree or higher,Male,West,Own your home with a mortgage or loan
202504004,Only fair,Working full-time,"$150,000 or more",65-74,Some college or Associate's degree,Female,Northeast,Own your home with a mortgage or loan
202302928,Poor,Working part-time,"$100,000 to $149,999",18-24,Some college or Associate's degree,Female,Midwest,Pay rent
202402245,Only fair,Working full-time,"$75,000 to $99,999",18-24,Bachelor's degree or higher,Female,Midwest,Pay rent
202502560,Good,Not working,"$100,000 to $149,999",65-74,Bachelor's degree or higher,Male,South,Own your home free and clear (without a mortgage or loan)
202204568,Good,Working part-time,"$25,000 to $49,999",35-44,Some college or Associate's degree,Male,West,Pay rent
202505540,Only fair,Working full-time,"$75,000 to $99,999",55-64,Bachelor's degree or higher,Female,Northeast,Pay rent
202302570,Only fair,Not working,"$75,000 to $99,999",55-64,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home free and clear (without a mortgage or loan)
202502859,Good,Not working,"$50,000 to $74,999",65-74,Some college or Associate's degree,Male,Northeast,Pay rent
202301759,Good,Working full-time,"$150,000 or more",55-64,High school graduate (high school diploma or the equivalent GED),Female,Northeast,Pay rent
202300229,Poor,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Female,West,Own your home free and clear (without a mortgage or loan)
202204365,Poor,Working full-time,"$100,000 to $149,999",35-44,Some college or Associate's degree,Female,South,Own your home with a mortgage or loan
202201980,Only fair,Working full-time,"$150,000 or more",25-34,Bachelor's degree or higher,Female,South,Neither own nor pay rent
202402378,Poor,Working part-time,"$150,000 or more",55-64,Bachelor's degree or higher,Female,Northeast,Own your home with a mortgage or loan
202404062,Only fair,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202403721,Only fair,Not working,"$100,000 to $149,999",75+,Bachelor's degree or higher,Male,South,Pay rent
202506438,Only fair,Working full-time,"$150,000 or more",45-54,Some college or Associate's degree,Female,Midwest,Own your home with a mortgage or loan
202503329,Only fair,Working full-time,"$150,000 or more",18-24,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home with a mortgage or loan
202201420,Good,Working part-time,"$25,000 to $49,999",18-24,Some college or Associate's degree,Female,West,Pay rent
202505641,Poor,Working full-time,"$100,000 to $149,999",45-54,Bachelor's degree or higher,Male,Midwest,Own your home with a mortgage or loan
202402649,Only fair,Not working,"$150,000 or more",75+,Bachelor's degree or higher,Female,South,Own your home free and clear (without a mortgage or loan)
202302755,Only fair,Not working,"$100,000 to $149,999",75+,High school graduate (high school diploma or the equivalent GED),Female,West,Own your home free and clear (without a mortgage or loan)
202502995,Only fair,Working full-time,"$100,000 to $149,999",55-64,Bachelor's degree or higher,Male,Midwest,Own your home free and clear (without a mortgage or loan)
202501331,Good,Not working,"$25,000 to $49,999",45-54,Bachelor's degree or higher,Female,South,Own your home free and clear (without a mortgage or loan)
202502993,Good,Working full-time,"$75,000 to $99,999",55-64,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Own your home with a mortgage or loan
202401513,Poor,Working full-time,"$150,000 or more",35-44,Bachelor's degree or higher,Male,Northeast,Own your home with a mortgage or loan
202301013,Good,Working full-time,"$75,000 to $99,999",18-24,Some college or Associate's degree,Male,South,Neither own nor pay rent
202502574,Only fair,Not working,"$50,000 to $74,999",65-74,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Own your home free and clear (without a mortgage or loan)
202503642,Only fair,Working full-time,"$100,000 to $149,999",18-24,Bachelor's degree or higher,Male,Northeast,Pay rent
202503213,Only fair,Working part-time,"$100,000 to $149,999",25-34,High school graduate (high school diploma or the equivalent GED),Female,Midwest,Pay rent
202504075,Good,Not working,"$50,000 to $74,999",55-64,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home with a mortgage or loan
202505477,Only fair,Working full-time,"$75,000 to $99,999",65-74,Some college or Associate's degree,Male,West,Pay rent
202403401,Only fair,Not working,"$75,000 to $99,999",75+,Some college or Associate's degree,Male,Midwest,Own your home with a mortgage or loan
202204093,Good,Not working,"$150,000 or more",55-64,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home with a mortgage or loan
202304779,Only fair,Working part-time,"$150,000 or more",35-44,Bachelor's degree or higher,Female,Northeast,Own your home with a mortgage or loan
202201752,Poor,Working full-time,"$100,000 to $149,999",45-54,Bachelor's degree or higher,Female,West,Own your home with a mortgage or loan
202503908,Only fair,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Male,Northeast,Own your home free and clear (without a mortgage or loan)
202200346,Poor,Not working,"Less than $10,000",25-34,No high school diploma or GED,Male,Midwest,Own your home with a mortgage or loan
202204463,Poor,Not working,"$25,000 to $49,999",25-34,High school graduate (high school diploma or the equivalent GED),Female,Northeast,Own your home with a mortgage or loan
202201240,Good,Working full-time,"$50,000 to $74,999",55-64,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home free and clear (without a mortgage or loan)
202500985,Only fair,Working full-time,"$75,000 to $99,999",35-44,Bachelor's degree or higher,Female,Midwest,Own your home with a mortgage or loan
202402982,Good,Not working,"$150,000 or more",75+,Some college or Associate's degree,Male,Midwest,Own your home free and clear (without a mortgage or loan)
202505111,Good,Not working,"$100,000 to $149,999",45-54,High school graduate (high school diploma or the equivalent GED),Female,West,Own your home with a mortgage or loan
202301958,Poor,Working full-time,"$100,000 to $149,999",18-24,Bachelor's degree or higher,Female,South,Pay rent
202205414,Only fair,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Male,Midwest,Own your home with a mortgage or loan
202304450,Only fair,Working full-time,"$100,000 to $149,999",35-44,Some college or Associate's degree,Male,Midwest,Own your home with a mortgage or loan
202402832,Poor,Working full-time,"$75,000 to $99,999",18-24,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Pay rent
202304169,Only fair,Working full-time,"$150,000 or more",25-34,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Pay rent
202200844,Poor,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
202504238,Only fair,Working full-time,"$50,000 to $74,999",25-34,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home with a mortgage or loan
202302273,Good,Working full-time,"$25,000 to $49,999",25-34,Bachelor's degree or higher,Female,West,Own your home with a mortgage or loan
202503843,Only fair,Working full-time,"$25,000 to $49,999",35-44,Bachelor's degree or higher,Female,South,Pay rent
202504473,Good,Not working,"$25,000 to $49,999",35-44,High school graduate (high school diploma or the equivalent GED),Male,South,Neither own nor pay rent
202204427,Only fair,Working full-time,"$75,000 to $99,999",45-54,No high school diploma or GED,Male,South,Own your home free and clear (without a mortgage or loan)
202504467,Good,Working full-time,"$100,000 to $149,999",45-54,Some college or Associate's degree,Male,West,Own your home with a mortgage or loan
202505661,Good,Working full-time,"$150,000 or more",45-54,Some college or Associate's degree,Male,Midwest,Own your home free and clear (without a mortgage or loan)
202401022,Only fair,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Male,Midwest,Own your home with a mortgage or loan
202203473,Only fair,Working part-time,"$100,000 to $149,999",18-24,Some college or Associate's degree,Female,Northeast,Pay rent
202303305,Only fair,Working part-time,"$75,000 to $99,999",18-24,Some college or Associate's degree,Male,West,Pay rent
202205609,Only fair,Working full-time,"$100,000 to $149,999",18-24,Some college or Associate's degree,Male,West,Neither own nor pay rent
202202295,Good,Working full-time,"$75,000 to $99,999",55-64,No high school diploma or GED,Male,South,Own your home with a mortgage or loan
202301935,Poor,Working part-time,"$10,000 to $24,999",25-34,High school graduate (high school diploma or the equivalent GED),Female,South,Pay rent
202404125,Only fair,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Male,Midwest,Own your home with a mortgage or loan
202205148,Only fair,Working full-time,"$100,000 to $149,999",35-44,Bachelor's degree or higher,Male,Midwest,Own your home with a mortgage or loan
202503157,Poor,Working full-time,"$75,000 to $99,999",45-54,High school graduate (high school diploma or the equivalent GED),Female,Northeast,Own your home with a mortgage or loan
202302797,Poor,Working full-time,"$50,000 to $74,999",18-24,High school graduate (high school diploma or the equivalent GED),Female,South,Own your home free and clear (without a mortgage or loan)
202506417,Good,Not working,"$25,000 to $49,999",65-74,Some college or Associate's degree,Male,South,Own your home with a mortgage or loan
202205223,Poor,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Male,West,Own your home free and clear (without a mortgage or loan)
202503745,Only fair,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Female,West,Own your home with a mortgage or loan
202403150,Poor,Not working,"$25,000 to $49,999",55-64,High school graduate (high school diploma or the equivalent GED),Female,West,Own your home with a mortgage or loan
202203036,Good,Working full-time,"$150,000 or more",18-24,Bachelor's degree or higher,Male,West,Neither own nor pay rent
202504742,Poor,Not working,"Less than $10,000",18-24,High school graduate (high school diploma or the equivalent GED),Female,Midwest,Neither own nor pay rent
202302967,Good,Not working,"$75,000 to $99,999",55-64,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Own your home free and clear (without a mortgage or loan)
202400804,Only fair,Working part-time,"$50,000 to $74,999",18-24,Some college or Associate's degree,Female,South,Neither own nor pay rent
202204367,Only fair,Not working,"$75,000 to $99,999",25-34,Bachelor's degree or higher,Male,Midwest,Pay rent
202502455,Good,Working full-time,"$50,000 to $74,999",55-64,High school graduate (high school diploma or the equivalent GED),Female,Midwest,Own your home free and clear (without a mortgage or loan)
202500031,Only fair,Working full-time,"$50,000 to $74,999",35-44,High school graduate (high school diploma or the equivalent GED),Female,South,Own your home with a mortgage or loan
202500072,Good,Not working,"$75,000 to $99,999",55-64,High school graduate (high school diploma or the equivalent GED),Female,Midwest,Own your home with a mortgage or loan
202506534,Only fair,Working full-time,"$50,000 to $74,999",25-34,Bachelor's degree or higher,Female,West,Pay rent
202501052,Only fair,Working full-time,"$100,000 to $149,999",25-34,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202401101,Poor,Not working,"$10,000 to $24,999",45-54,No high school diploma or GED,Female,West,Pay rent
202205666,Poor,Working full-time,"$75,000 to $99,999",45-54,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home with a mortgage or loan
202300918,Poor,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
202500168,Only fair,Not working,"$100,000 to $149,999",18-24,No high school diploma or GED,Male,Midwest,Neither own nor pay rent
202205628,Only fair,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202400571,Only fair,Not working,"$150,000 or more",55-64,High school graduate (high school diploma or the equivalent GED),Female,Northeast,Own your home free and clear (without a mortgage or loan)
202506267,Poor,Working full-time,"$50,000 to $74,999",25-34,Some college or Associate's degree,Female,Midwest,Pay rent
202402440,Good,Working part-time,"$150,000 or more",65-74,Bachelor's degree or higher,Male,Midwest,Own your home free and clear (without a mortgage or loan)
202202004,Poor,Working full-time,"$100,000 to $149,999",35-44,Some college or Associate's degree,Female,South,Pay rent
202501274,Only fair,Working full-time,"$50,000 to $74,999",35-44,Some college or Associate's degree,Female,Midwest,Own your home with a mortgage or loan
202404475,Only fair,Working full-time,"$150,000 or more",25-34,Bachelor's degree or higher,Female,West,Own your home with a mortgage or loan
202501856,Poor,Working full-time,"$150,000 or more",35-44,Bachelor's degree or higher,Male,West,Own your home with a mortgage or loan
202200342,Good,Working full-time,"$150,000 or more",45-54,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home with a mortgage or loan
202202378,Only fair,Working full-time,"$75,000 to $99,999",18-24,Some college or Associate's degree,Female,Midwest,Neither own nor pay rent
202501048,Excellent,Not working,"$150,000 or more",18-24,No high school diploma or GED,Male,West,Neither own nor pay rent
202304795,Only fair,Not working,"$50,000 to $74,999",18-24,No high school diploma or GED,Female,Midwest,Own your home with a mortgage or loan
202200587,Only fair,Working full-time,"$150,000 or more",35-44,Some college or Associate's degree,Male,South,Own your home with a mortgage or loan
202501542,Only fair,Working part-time,"$75,000 to $99,999",55-64,Some college or Associate's degree,Female,South,Own your home with a mortgage or loan
202201927,Poor,Working full-time,"$25,000 to $49,999",45-54,No high school diploma or GED,Female,South,Own your home free and clear (without a mortgage or loan)
202200898,Poor,Working full-time,"$25,000 to $49,999",35-44,No high school diploma or GED,Male,West,Own your home with a mortgage or loan
202204875,Good,Working full-time,"$100,000 to $149,999",25-34,Bachelor's degree or higher,Female,West,Own your home with a mortgage or loan
202202644,Only fair,Working full-time,"$75,000 to $99,999",25-34,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202503809,Poor,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
202503689,Poor,Working full-time,"$25,000 to $49,999",45-54,High school graduate (high school diploma or the equivalent GED),Female,South,Own your home with a mortgage or loan
202506635,Good,Working part-time,"$75,000 to $99,999",18-24,High school graduate (high school diploma or the equivalent GED),Female,West,Neither own nor pay rent
202201954,Only fair,Working full-time,"$100,000 to $149,999",25-34,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202200096,Poor,Working full-time,"$10,000 to $24,999",18-24,High school graduate (high school diploma or the equivalent GED),Female,West,Neither own nor pay rent
202201921,Only fair,Not working,"$150,000 or more",65-74,Bachelor's degree or higher,Male,West,Own your home free and clear (without a mortgage or loan)
202502329,Poor,Not working,"$25,000 to $49,999",18-24,Some college or Associate's degree,Male,West,Pay rent
202505096,Only fair,Working full-time,"$100,000 to $149,999",55-64,Bachelor's degree or higher,Male,Midwest,Own your home free and clear (without a mortgage or loan)
202303123,Good,Working full-time,"$100,000 to $149,999",35-44,Some college or Associate's degree,Male,Midwest,Own your home with a mortgage or loan
202203205,Only fair,Not working,"$150,000 or more",55-64,Bachelor's degree or higher,Male,Midwest,Own your home free and clear (without a mortgage or loan)
202502783,Only fair,Working full-time,"$75,000 to $99,999",25-34,Bachelor's degree or higher,Male,West,Pay rent
202406150,Poor,Working full-time,"$150,000 or more",25-34,Bachelor's degree or higher,Female,West,Pay rent
202404733,Good,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Male,West,Pay rent
202202889,Excellent,Working part-time,"$50,000 to $74,999",35-44,Some college or Associate's degree,Male,Midwest,Neither own nor pay rent
202503047,Poor,Working full-time,"$75,000 to $99,999",35-44,Some college or Associate's degree,Female,West,Own your home with a mortgage or loan
202202075,Only fair,Working full-time,"$50,000 to $74,999",25-34,Bachelor's degree or higher,Male,West,Pay rent
202203260,Only fair,Working full-time,"$50,000 to $74,999",25-34,Bachelor's degree or higher,Male,Northeast,Pay rent
202400001,Poor,Not working,"$150,000 or more",18-24,Some college or Associate's degree,Female,Northeast,Own your home with a mortgage or loan
202505856,Poor,Working full-time,"$100,000 to $149,999",35-44,Bachelor's degree or higher,Female,West,Own your home with a mortgage or loan
202500198,Good,Not working,"$150,000 or more",35-44,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202502504,Good,Working full-time,"$25,000 to $49,999",65-74,No high school diploma or GED,Male,South,Own your home free and clear (without a mortgage or loan)
202304393,Poor,Working full-time,"$100,000 to $149,999",45-54,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202302387,Poor,Working full-time,"$150,000 or more",55-64,High school graduate (high school diploma or the equivalent GED),Female,South,Own your home with a mortgage or loan
202506198,Good,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Male,Midwest,Own your home with a mortgage or loan
202500641,Poor,Not working,"$10,000 to $24,999",25-34,Some college or Associate's degree,Female,South,Own your home free and clear (without a mortgage or loan)
202201643,Good,Not working,"$25,000 to $49,999",65-74,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Own your home with a mortgage or loan
202302021,Good,Working full-time,"$25,000 to $49,999",35-44,Some college or Associate's degree,Male,South,Pay rent
202202781,Poor,Not working,"$10,000 to $24,999",45-54,High school graduate (high school diploma or the equivalent GED),Female,South,Pay rent
202203999,Only fair,Working full-time,"$75,000 to $99,999",18-24,Bachelor's degree or higher,Female,Midwest,Own your home with a mortgage or loan
202203467,Only fair,Working full-time,"$150,000 or more",55-64,High school graduate (high school diploma or the equivalent GED),Male,West,Own your home free and clear (without a mortgage or loan)
202500327,Only fair,Working full-time,"Less than $10,000",35-44,Bachelor's degree or higher,Male,Midwest,Own your home with a mortgage or loan
202300108,Only fair,Not working,"$150,000 or more",18-24,Some college or Associate's degree,Male,West,Own your home free and clear (without a mortgage or loan)
202303661,Poor,Working full-time,"$25,000 to $49,999",45-54,Some college or Associate's degree,Female,Midwest,Own your home with a mortgage or loan
202202813,Only fair,Working full-time,"$100,000 to $149,999",25-34,Bachelor's degree or higher,Male,West,Own your home with a mortgage or loan
202301967,Poor,Not working,"$100,000 to $149,999",18-24,Some college or Associate's degree,Female,West,Own your home with a mortgage or loan
202205348,Poor,Working full-time,"$150,000 or more",35-44,Bachelor's degree or higher,Male,Midwest,Own your home with a mortgage or loan
202200899,Poor,Working full-time,"$75,000 to $99,999",25-34,Some college or Associate's degree,Male,Midwest,Pay rent
202504403,Only fair,Working full-time,"$50,000 to $74,999",25-34,Some college or Associate's degree,Female,South,Neither own nor pay rent
202300018,Good,Working full-time,"$150,000 or more",65-74,Some college or Associate's degree,Male,West,Own your home with a mortgage or loan
202204865,Poor,Working full-time,"$75,000 to $99,999",25-34,Bachelor's degree or higher,Female,West,Own your home with a mortgage or loan
202405173,Good,Not working,"$150,000 or more",18-24,High school graduate (high school diploma or the equivalent GED),Female,Midwest,Neither own nor pay rent
202506032,Only fair,Working full-time,"$150,000 or more",35-44,Some college or Associate's degree,Female,Midwest,Pay rent
202502793,Poor,Working part-time,"$150,000 or more",75+,Bachelor's degree or higher,Male,West,Pay rent
202505767,Good,Not working,"$25,000 to $49,999",18-24,Some college or Associate's degree,Female,South,Pay rent
202504696,Good,Working part-time,"$150,000 or more",55-64,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202202569,Only fair,Not working,"$50,000 to $74,999",65-74,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home free and clear (without a mortgage or loan)
202302665,Good,Working full-time,"$75,000 to $99,999",55-64,Bachelor's degree or higher,Male,West,Pay rent
202505725,Good,Working part-time,"$150,000 or more",55-64,Bachelor's degree or higher,Female,West,Own your home free and clear (without a mortgage or loan)
202205217,Poor,Working full-time,"$150,000 or more",25-34,Some college or Associate's degree,Male,West,Pay rent
202501788,Good,Not working,"$75,000 to $99,999",18-24,High school graduate (high school diploma or the equivalent GED),Female,West,Own your home with a mortgage or loan
202501692,Poor,Working part-time,"$25,000 to $49,999",18-24,No high school diploma or GED,Male,Midwest,Neither own nor pay rent
202301017,Only fair,Working full-time,"$50,000 to $74,999",25-34,Bachelor's degree or higher,Female,South,Own your home free and clear (without a mortgage or loan)
202503693,Only fair,Working full-time,"$75,000 to $99,999",35-44,Some college or Associate's degree,Male,Midwest,Own your home with a mortgage or loan
202301398,Only fair,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Female,West,Own your home with a mortgage or loan
202502774,Only fair,Working full-time,"$150,000 or more",18-24,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Pay rent
202203574,Only fair,Working full-time,"$150,000 or more",18-24,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Neither own nor pay rent
202500864,Only fair,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Male,Midwest,Own your home with a mortgage or loan
202503691,Good,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Female,Midwest,Own your home with a mortgage or loan
202505893,Poor,Not working,"$50,000 to $74,999",25-34,High school graduate (high school diploma or the equivalent GED),Female,Midwest,Own your home with a mortgage or loan
202403028,Good,Not working,"$100,000 to $149,999",18-24,High school graduate (high school diploma or the equivalent GED),Male,Midwest,Pay rent
202300510,Good,Working full-time,"$50,000 to $74,999",18-24,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
202403548,Good,Not working,"$100,000 to $149,999",55-64,Bachelor's degree or higher,Male,Midwest,Own your home free and clear (without a mortgage or loan)
202200059,Poor,Working full-time,"$10,000 to $24,999",18-24,Some college or Associate's degree,Female,South,Pay rent
202201143,Only fair,Working full-time,"$75,000 to $99,999",25-34,Bachelor's degree or higher,Male,Midwest,Pay rent
202404800,Only fair,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Female,West,Own your home with a mortgage or loan
202304653,Poor,Working full-time,"$25,000 to $49,999",25-34,Some college or Associate's degree,Female,South,Pay rent
202502976,Only fair,Not working,"Less than $10,000",65-74,No high school diploma or GED,Female,Midwest,Pay rent
202302983,Good,Not working,"$10,000 to $24,999",75+,High school graduate (high school diploma or the equivalent GED),Female,South,Pay rent
202502757,Good,Working part-time,"$100,000 to $149,999",18-24,High school graduate (high school diploma or the equivalent GED),Male,West,Own your home with a mortgage or loan
202303954,Good,Not working,"$25,000 to $49,999",35-44,High school graduate (high school diploma or the equivalent GED),Female,Midwest,Neither own nor pay rent
202302939,Only fair,Working full-time,"$100,000 to $149,999",35-44,High school graduate (high school diploma or the equivalent GED),Male,South,Own your home with a mortgage or loan
202401492,Excellent,Working full-time,"$150,000 or more",55-64,Bachelor's degree or higher,Male,Northeast,Pay rent
202200019,Good,Working full-time,"$150,000 or more",45-54,Some college or Associate's degree,Male,Midwest,Own your home with a mortgage or loan
202404462,Poor,Working part-time,"$25,000 to $49,999",65-74,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202202463,Good,Working full-time,"$75,000 to $99,999",25-34,Bachelor's degree or higher,Male,South,Pay rent
202205342,Only fair,Working full-time,"$50,000 to $74,999",25-34,Some college or Associate's degree,Male,Midwest,Own your home with a mortgage or loan
202200371,Only fair,Not working,"$25,000 to $49,999",25-34,Bachelor's degree or higher,Female,Midwest,Own your home with a mortgage or loan
202506508,Only fair,Working full-time,"$150,000 or more",45-54,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
202505404,Good,Working full-time,"$75,000 to $99,999",25-34,Bachelor's degree or higher,Male,South,Own your home with a mortgage or loan
202501718,Only fair,Working full-time,"$100,000 to $149,999",45-54,Bachelor's degree or higher,Female,South,Own your home with a mortgage or loan
202200283,Poor,Working full-time,"$25,000 to $49,999",25-34,No high school diploma or GED,Female,Midwest,Pay rent
202202871,Poor,Working full-time,"$150,000 or more",25-34,Bachelor's degree or higher,Male,Midwest,Own your home with a mortgage or loan
202500882,Only fair,Working full-time,"$100,000 to $149,999",35-44,Bachelor's degree or higher,Male,Northeast,Own your home with a mortgage or loan
202501987,Poor,Not working,"$50,000 to $74,999",18-24,High school graduate (high school diploma or the equivalent GED),Female,South,Neither own nor pay rent
202200539,Poor,Not working,"$75,000 to $99,999",18-24,High school graduate (high school diploma or the equivalent GED),Female,South,Neither own nor pay rent
202202368,Only fair,Not working,"$25,000 to $49,999",65-74,No high school diploma or GED,Male,Northeast,Own your home free and clear (without a mortgage or loan)
